-32 -1.74469450970176e-09
-31.6831683168001 -1.91570407469702e-09
-31.36947358104 -2.08210011196174e-09
-31.0588847336799 -2.24081163115394e-09
-30.7513710234399 -2.38899582908936e-09
-30.4469020034399 -2.5241816067761e-09
-30.1454475281599 -2.64438640307533e-09
-29.8469777506399 -2.7481950679705e-09
-29.5514631194401 -2.83479342575607e-09
-29.2588743756801 -2.90395378068004e-09
-28.96918255016 -2.95597425505658e-09
-28.68235896056 -2.99157802955335e-09
-28.39837520848 -3.01178202969294e-09
-28.1172031767201 -3.01774733498047e-09
-27.83881502648 -3.01062563485634e-09
-27.5631831944801 -2.9914174090382e-09
-27.29028039064 -2.96085798282664e-09
-27.0200795946399 -2.91934683105435e-09
-26.75255405408 -2.86693304723325e-09
-26.48767728128 -2.80336546162594e-09
-26.2254230508 -2.72820955575143e-09
-25.9657653968001 -2.64102563632304e-09
-25.7086786107201 -2.54159474754429e-09
-25.4541372383201 -2.43017186317589e-09
-25.2021160775199 -2.30774136505447e-09
-24.9525901758401 -2.17624869335318e-09
-24.7055348275199 -2.03878474037957e-09
-24.4609255718401 -1.8997056915015e-09
-24.2187381899199 -1.7646795200451e-09
-23.9789487028801 -1.64065965425822e-09
-23.7415333692 -1.53579470508557e-09
-23.5064686824 -1.45928899448724e-09
-23.2737313686399 -1.42123081720513e-09
-23.0432983848 -1.43240341105409e-09
-22.8151469156801 -1.5040877139233e-09
-22.5892543719201 -1.64785707135166e-09
-22.3655983880799 -1.87535366294218e-09
-22.14415681984 -2.19802656907822e-09
-21.92490774248 -2.62680443718466e-09
-21.7078294480001 -3.17167399641758e-09
-21.49290044352 -3.84114125979614e-09
-21.28009944904 -4.64156636845502e-09
-21.06940539512 -5.57638560013669e-09
-20.86079742088 -6.64526322570814e-09
-20.65425487216 -7.84324782440751e-09
-20.4497572992 -9.16003673151624e-09
-20.24728445464 -1.057947176228e-08
-20.04681629168 -1.20793926092673e-08
-19.8483329620799 -1.36319563659826e-08
-19.65181481392 -1.52044907392475e-08
-19.45724239008 -1.67608873216529e-08
-19.2645964257599 -1.82634672121138e-08
-19.07385784728 -1.9675175767319e-08
-18.8850077696 -2.09618998980785e-08
-18.69802749464 -2.20946633266332e-08
-18.5128985096 -2.30514519811332e-08
-18.32960248472 -2.38184570264519e-08
-18.148121272 -2.43905930084218e-08
-17.9684369029601 -2.47712424931062e-08
-17.79053158712 -2.49712805537108e-08
-17.61438771 -2.50075248615763e-08
-17.4399878316799 -2.49008243413451e-08
-17.26731468488 -2.4674031064203e-08
-17.09635117312 -2.43500933718504e-08
-16.92708036944 -2.3950467887095e-08
-16.75948551424 -2.34939849274491e-08
-16.59355001416 -2.29962298983788e-08
-16.42925743976 -2.24694363056566e-08
-16.26659152448 -2.19228344737449e-08
-16.10553616288 -2.13633687728058e-08
-15.9460754088 -2.07966853489951e-08
-15.788193474 -2.02282945763499e-08
-15.6318747268001 -1.96648229892174e-08
-15.47710368984 -1.91152774659394e-08
-15.32386503944 -1.85922467896776e-08
-15.17214360344 -1.8112960198329e-08
-15.0219243598399 -1.77001123037899e-08
-14.87319243552 -1.73823549020821e-08
-14.72593310448 -1.71943561839578e-08
-14.58013178656 -1.71763432078257e-08
-14.43577404608 -1.73730776301128e-08
-14.29284559024 -1.78322665777145e-08
-14.15133226752 -1.86024744209103e-08
-14.01122006688 -1.97306675115756e-08
-13.87249511568 -2.1259581293107e-08
-13.73514367896 -2.32251369458482e-08
-13.59915215736 -2.56541454255447e-08
-13.46450708648 -2.85625180472872e-08
-13.33119513512 -3.19541579970421e-08
-13.19920310408 -3.58206447893125e-08
-13.06851792488 -4.0141755431719e-08
-12.93912665824 -4.48868042538539e-08
-12.81101649336 -5.00167383671055e-08
-12.68417474584 -5.54869037268361e-08
-12.55858885728 -6.12503987779804e-08
-12.43424639336 -6.72619545679546e-08
-12.31113504296 -7.34823140974699e-08
-12.1892426168 -7.98831196685547e-08
-12.06855704632 -8.64523452984808e-08
-11.94906638248 -9.32003239106464e-08
-11.83075879456 -1.00166410895272e-07
-11.71362256888 -1.07426295062041e-07
-11.59764610776 -1.15099916717222e-07
-11.48281792848 -1.23359885913481e-07
-11.36912666184 -1.32440220702765e-07
-11.25656105136 -1.42645158451844e-07
-11.14510995184 -1.54357749903383e-07
-11.03476232856 -1.68047946083458e-07
-10.925507256 -1.84279954855421e-07
-10.8173339168 -2.0371879474751e-07
-10.7102316008 -2.27136222795105e-07
-10.60418970376 -2.55416554951688e-07
-10.49919772648 -2.8956331261199e-07
-10.39524527376 -3.30708072571521e-07
-10.2923220532 -3.80123307901472e-07
-10.19041787448 -4.39241319004834e-07
-10.089522648 -5.09681482943071e-07
-9.98962638416 -5.93287986373402e-07
-9.89071919224 -6.9217990525211e-07
-9.79279127944 -8.08815040364952e-07
-9.69583294992 -9.46068389641128e-07
-9.59983460392 -1.10732568974373e-06
-9.50478673656 -1.29659226251642e-06
-9.4106799372 -1.51861757726066e-06
-9.31750488832 -1.77903664581762e-06
-9.22525236464 -2.08453051941726e-06
-9.13391323232 -2.44300971986423e-06
-9.04347844784 -2.86382611269101e-06
-8.95393905728 -3.3580200417876e-06
-8.86528619528 -3.93861060831478e-06
-8.77751108448 -4.62093563698974e-06
-8.69060503416 -5.42304669605671e-06
-8.60455943976 -6.36615943191758e-06
-8.51936578192 -7.47515371610095e-06
-8.43501562568 -8.77910929596848e-06
-8.35150061944 -1.03118549224016e-05
-8.26881249456 -1.21124968425982e-05
-8.18694306392 -1.42258881264915e-05
-8.10588422168 -1.67029929478226e-05
-8.02562794224 -1.96011061593903e-05
-7.94616627944799 -2.29838909868726e-05
-7.86749136579202 -2.69212250991442e-05
-7.78959541167202 -3.14888636292306e-05
-7.71247070462402 -3.67679700073766e-05
-7.63610960854398 -4.28445914318302e-05
-7.560504562912 -4.98092024097333e-05
-7.48564808208801 -5.77564436549557e-05
-7.41153275454402 -6.6785204054697e-05
-7.33815124212799 -7.69991432380766e-05
-7.26549627932798 -8.8507739927248e-05
-7.19356067260799 -0.00010142780711191
-7.12233729960801 -0.000115885370306355
-7.05181910852798 -0.000132017679942048
-6.98199911735198 -0.000149974970856514
-6.91287041321598 -0.000169921562504747
-6.84442615170402 -0.000192035862450502
-6.77665955614398 -0.000216508753220705
-6.70956391696802 -0.000243540022110032
-6.64313259105598 -0.000273332681848549
-6.57735900104799 -0.000306085021093562
-6.51223663470399 -0.000341980696313392
-6.44775904425601 -0.000381177398599054
-6.38391984580002 -0.000423794630457103
-6.32071271861602 -0.000469901651744492
-6.25813140456799 -0.000519506498595389
-6.19616970749599 -0.00057254701743408
-6.13482149256799 -0.000628884912934825
-6.07408068571201 -0.000688303138374086
-6.013941272984 -0.000750507170608106
-5.95439729998399 -0.000815129899732832
-5.89544287127202 -0.000881739725519704
-5.83707214977599 -0.000949851097721864
-5.77927935620801 -0.00101893655839539
-5.72205876852798 -0.00108843929276766
-5.665404721312 -0.00115778530852054
-5.60931160525601 -0.00122639455146025
-5.553773866592 -0.00129369059189028
-5.49878600652801 -0.00135910866217288
-5.44434258071999 -0.00142210245283504
-5.39043819873599 -0.00148214962906478
-5.33706752349599 -0.00153875652755162
-5.284225270792 -0.00159146269154301
-5.231906208704 -0.0016398446140919
-5.180105157128 -0.00168351951656348
-5.12881698725599 -0.00172214852542997
-5.078036621048 -0.0017554392750181
-5.02775903074401 -0.0017831477339032
-4.97797923836 -0.00180507924048879
-4.928692315208 -0.00182108887051002
-4.87989338139199 -0.00183108146621097
-4.83157760533599 -0.00183501165589277
-4.78374020330399 -0.00183288436158285
-4.73637643892 -0.001824756372383
-4.689481622688 -0.00181073845039426
-4.64305111157602 -0.00179099867915226
-4.59708030848799 -0.00176576578876995
-4.55156466187201 -0.0017353322866115
-4.50649966521599 -0.00170005613844671
-4.46188085664801 -0.00166036052135958
-4.41770381846401 -0.0016167307739425
-4.373964176696 -0.00156970857032081
-4.33065760069599 -0.001519883451387
-4.28777980266399 -0.00146788258438701
-4.24532653729601 -0.0014143593756628
-4.20329360128 -0.0013599828902364
-4.16167683295202 -0.00130542792564906
-4.12047211183199 -0.0012513680967923
-4.07967535824799 -0.0011984709168291
-4.03928253292002 -0.00114739530016377
-3.99928963655201 -0.00109879154425597
-3.95969270946399 -0.00105330211763076
-3.920487831152 -0.00101156318846642
-3.88167111995199 -0.000974205549644744
-3.843238732624 -0.000941855398675728
